"", "case","response","order","id","age","male","edu","action","intention","contact","story","action2"
"1","cfaqu",4,2,"96;434",14,0,"Middle School",0,0,1,"aqu",1
"8357","flsha",1,3,"97;861",22,1,"Bachelor's Degree",0,0,0,"sha",0
"8358","flswi",3,28,"97;861",22,1,"Bachelor's Degree",0,0,0,"swi",0
"8359","ikbox",3,32,"97;861",22,1,"Bachelor's Degree",1,1,0,"box",1
"8360","ikbur",1,20,"97;861",22,1,"Bachelor's Degree",1,1,0,"bur",1
"8361","ikpon",4,13,"97;861",22,1,"Bachelor's Degree",1,1,0,"pon",1
"8362","ikshi",3,16,"97;861",22,1,"Bachelor's Degree",1,1,0,"shi",1
"8363","ikspe",1,5,"97;861",22,1,"Bachelor's Degree",1,1,0,"spe",1
"8364","ilbox",4,23,"97;861",22,1,"Bachelor's Degree",0,1,0,"box",0
"8365","ilche",6,27,"97;861",22,1,"Bachelor's Degree",0,1,0,"che",0
"8366","ilpon",4,22,"97;861",22,1,"Bachelor's Degree",0,1,0,"pon",0
"8367","ilsha",1,12,"97;861",22,1,"Bachelor's Degree",0,1,0,"sha",0
"8368","ilshi",6,7,"97;861",22,1,"Bachelor's Degree",0,1,0,"shi",0
"8369","ilswi",3,9,"97;861",22,1,"Bachelor's Degree",0,1,0,"swi",0
"8370","nfrub",4,26,"97;861",22,1,"Bachelor's Degree",1,0,0,"rub",1
"8371","cfaqu",4,2,"97;863",35,1,"Bachelor's Degree",0,0,1,"aqu",1
"8372","cfbur",6,31,"97;863",35,1,"Bachelor's Degree",0,0,1,"bur",1
"8373","cfrub",5,16,"97;863",35,1,"Bachelor's Degree",0,0,1,"rub",1
"8374","cibox",1,32,"97;863",35,1,"Bachelor's Degree",0,1,1,"box",1
"8375","cibur",5,4,"97;863",35,1,"Bachelor's Degree",0,1,1,"bur",1
"8376","cispe",1,9,"97;863",35,1,"Bachelor's Degree",0,1,1,"spe",1
"8377","fkaqu",5,29,"97;863",35,1,"Bachelor's Degree",1,0,0,"aqu",1
"8378","fkboa",4,12,"97;863",35,1,"Bachelor's Degree",1,0,0,"boa",1
"8379","fkbox",5,23,"97;863",35,1,"Bachelor's Degree",1,0,0,"box",1
"8380","fkbur",5,22,"97;863",35,1,"Bachelor's Degree",1,0,0,"bur",1
"8381","fkcar",4,27,"97;863",35,1,"Bachelor's Degree",1,0,0,"car",1
"8382","fkspe",3,19,"97;863",35,1,"Bachelor's Degree",1,0,0,"spe",1
"8383","fkswi",5,14,"97;863",35,1,"Bachelor's Degree",1,0,0,"swi",1
"8384","flboa",3,3,"97;863",35,1,"Bachelor's Degree",0,0,0,"boa",0
"8385","flcar",4,18,"97;863",35,1,"Bachelor's Degree",0,0,0,"car",0
"8386","flche",4,15,"97;863",35,1,"Bachelor's Degree",0,0,0,"che",0
"8387","flsha",5,30,"97;863",35,1,"Bachelor's Degree",0,0,0,"sha",0
"8388","flswi",2,5,"97;863",35,1,"Bachelor's Degree",0,0,0,"swi",0
"8389","ikbox",4,1,"97;863",35,1,"Bachelor's Degree",1,1,0,"box",1
"8390","ikbur",4,13,"97;863",35,1,"Bachelor's Degree",1,1,0,"bur",1
"8391","ikpon",1,20,"97;863",35,1,"Bachelor's Degree",1,1,0,"pon",1
"8392","ikshi",4,17,"97;863",35,1,"Bachelor's Degree",1,1,0,"shi",1
"8393","ikspe",3,28,"97;863",35,1,"Bachelor's Degree",1,1,0,"spe",1
"8394","ilbox",3,10,"97;863",35,1,"Bachelor's Degree",0,1,0,"box",0
"8395","ilche",4,6,"97;863",35,1,"Bachelor's Degree",0,1,0,"che",0
"8396","ilpon",4,11,"97;863",35,1,"Bachelor's Degree",0,1,0,"pon",0
"8397","ilsha",3,21,"97;863",35,1,"Bachelor's Degree",0,1,0,"sha",0
"8398","ilshi",4,26,"97;863",35,1,"Bachelor's Degree",0,1,0,"shi",0
"8399","ilswi",4,24,"97;863",35,1,"Bachelor's Degree",0,1,0,"swi",0
"8400","nfrub",4,7,"97;863",35,1,"Bachelor's Degree",1,0,0,"rub",1
"8401","cfaqu",4,31,"97;871",39,1,"Bachelor's Degree",0,0,1,"aqu",1
"8402","cfbur",4,2,"97;871",39,1,"Bachelor's Degree",0,0,1,"bur",1
"8403","cfrub",1,17,"97;871",39,1,"Bachelor's Degree",0,0,1,"rub",1
"8404","cibox",1,1,"97;871",39,1,"Bachelor's Degree",0,1,1,"box",1
"8405","cibur",4,29,"97;871",39,1,"Bachelor's Degree",0,1,1,"bur",1
"8406","cispe",1,24,"97;871",39,1,"Bachelor's Degree",0,1,1,"spe",1
"8407","fkaqu",4,4,"97;871",39,1,"Bachelor's Degree",1,0,0,"aqu",1
"8408","fkboa",4,21,"97;871",39,1,"Bachelor's Degree",1,0,0,"boa",1
"8409","fkbox",2,10,"97;871",39,1,"Bachelor's Degree",1,0,0,"box",1
"8410","fkbur",6,11,"97;871",39,1,"Bachelor's Degree",1,0,0,"bur",1
"8411","fkcar",4,6,"97;871",39,1,"Bachelor's Degree",1,0,0,"car",1
"8412","fkspe",5,14,"97;871",39,1,"Bachelor's Degree",1,0,0,"spe",1
"8413","fkswi",6,19,"97;871",39,1,"Bachelor's Degree",1,0,0,"swi",1
"8414","flboa",6,30,"97;871",39,1,"Bachelor's Degree",0,0,0,"boa",0
"8415","flcar",6,15,"97;871",39,1,"Bachelor's Degree",0,0,0,"car",0
"8416","flche",2,18,"97;871",39,1,"Bachelor's Degree",0,0,0,"che",0
"8417","flsha",2,3,"97;871",39,1,"Bachelor's Degree",0,0,0,"sha",0
"8418","flswi",6,28,"97;871",39,1,"Bachelor's Degree",0,0,0,"swi",0
"8419","ikbox",1,32,"97;871",39,1,"Bachelor's Degree",1,1,0,"box",1
"8420","ikbur",1,20,"97;871",39,1,"Bachelor's Degree",1,1,0,"bur",1
"8421","ikpon",1,13,"97;871",39,1,"Bachelor's Degree",1,1,0,"pon",1
"8422","ikshi",2,16,"97;871",39,1,"Bachelor's Degree",1,1,0,"shi",1
"8423","ikspe",2,5,"97;871",39,1,"Bachelor's Degree",1,1,0,"spe",1
"8424","ilbox",2,23,"97;871",39,1,"Bachelor's Degree",0,1,0,"box",0
"8425","ilche",1,27,"97;871",39,1,"Bachelor's Degree",0,1,0,"che",0
"8426","ilpon",3,22,"97;871",39,1,"Bachelor's Degree",0,1,0,"pon",0
"8427","ilsha",7,12,"97;871",39,1,"Bachelor's Degree",0,1,0,"sha",0
"8428","ilshi",5,7,"97;871",39,1,"Bachelor's Degree",0,1,0,"shi",0
"8429","ilswi",5,9,"97;871",39,1,"Bachelor's Degree",0,1,0,"swi",0
"8430","nfrub",2,26,"97;871",39,1,"Bachelor's Degree",1,0,0,"rub",1
"8431","cfaqu",3,20,"97;880",19,0,"Some College",0,0,1,"aqu",1
"8432","cfbur",3,32,"97;880",19,0,"Some College",0,0,1,"bur",1
"8433","cfrub",3,7,"97;880",19,0,"Some College",0,0,1,"rub",1
"8434","cibox",3,12,"97;880",19,0,"Some College",0,1,1,"box",1
"8435","cibur",3,23,"97;880",19,0,"Some College",0,1,1,"bur",1
"8436","cispe",2,27,"97;880",19,0,"Some College",0,1,1,"spe",1
"8437","fkaqu",3,29,"97;880",19,0,"Some College",1,0,0,"aqu",1
"8438","fkboa",3,11,"97;880",19,0,"Some College",1,0,0,"boa",1
"8439","fkbox",3,22,"97;880",19,0,"Some College",1,0,0,"box",1
"8440","fkbur",3,14,"97;880",19,0,"Some College",1,0,0,"bur",1
"8441","fkcar",5,30,"97;880",19,0,"Some College",1,0,0,"car",1
"8442","fkspe",3,9,"97;880",19,0,"Some College",1,0,0,"spe",1
"8443","fkswi",3,25,"97;880",19,0,"Some College",1,0,0,"swi",1
"8444","flboa",7,2,"97;880",19,0,"Some College",0,0,0,"boa",0
"8445","flcar",5,21,"97;880",19,0,"Some College",0,0,0,"car",0
"8446","flche",6,4,"97;880",19,0,"Some College",0,0,0,"che",0
"8447","flsha",6,28,"97;880",19,0,"Some College",0,0,0,"sha",0
"8448","flswi",7,6,"97;880",19,0,"Some College",0,0,0,"swi",0
"8449","ikbox",3,3,"97;880",19,0,"Some College",1,1,0,"box",1
"8450","ikbur",5,5,"97;880",19,0,"Some College",1,1,0,"bur",1
"8451","ikpon",3,1,"97;880",19,0,"Some College",1,1,0,"pon",1
"8452","ikshi",3,17,"97;880",19,0,"Some College",1,1,0,"shi",1
"8453","ikspe",3,19,"97;880",19,0,"Some College",1,1,0,"spe",1
"8454","ilbox",7,31,"97;880",19,0,"Some College",0,1,0,"box",0
"8455","ilche",4,13,"97;880",19,0,"Some College",0,1,0,"che",0
"8456","ilpon",6,10,"97;880",19,0,"Some College",0,1,0,"pon",0
"8457","ilsha",4,18,"97;880",19,0,"Some College",0,1,0,"sha",0
"8458","ilshi",5,26,"97;880",19,0,"Some College",0,1,0,"shi",0
"8459","ilswi",4,15,"97;880",19,0,"Some College",0,1,0,"swi",0
"8460","nfrub",3,16,"97;880",19,0,"Some College",1,0,0,"rub",1
"8461","cfaqu",6,20,"97;885",42,1,"Bachelor's Degree",0,0,1,"aqu",1
"8462","cfbur",6,32,"97;885",42,1,"Bachelor's Degree",0,0,1,"bur",1
"8463","cfrub",5,7,"97;885",42,1,"Bachelor's Degree",0,0,1,"rub",1
"8464","cibox",5,12,"97;885",42,1,"Bachelor's Degree",0,1,1,"box",1
"8465","cibur",6,23,"97;885",42,1,"Bachelor's Degree",0,1,1,"bur",1
"8466","cispe",4,27,"97;885",42,1,"Bachelor's Degree",0,1,1,"spe",1
"8467","fkaqu",6,29,"97;885",42,1,"Bachelor's Degree",1,0,0,"aqu",1
"8468","fkboa",5,11,"97;885",42,1,"Bachelor's Degree",1,0,0,"boa",1
"8469","fkbox",5,22,"97;885",42,1,"Bachelor's Degree",1,0,0,"box",1
"8470","fkbur",7,14,"97;885",42,1,"Bachelor's Degree",1,0,0,"bur",1
"8471","fkcar",5,30,"97;885",42,1,"Bachelor's Degree",1,0,0,"car",1
"8472","fkspe",5,9,"97;885",42,1,"Bachelor's Degree",1,0,0,"spe",1
"8473","fkswi",5,25,"97;885",42,1,"Bachelor's Degree",1,0,0,"swi",1
"8474","flboa",6,2,"97;885",42,1,"Bachelor's Degree",0,0,0,"boa",0
"8475","flcar",5,21,"97;885",42,1,"Bachelor's Degree",0,0,0,"car",0
"8476","flche",5,4,"97;885",42,1,"Bachelor's Degree",0,0,0,"che",0
"8477","flsha",6,28,"97;885",42,1,"Bachelor's Degree",0,0,0,"sha",0
"8478","flswi",6,6,"97;885",42,1,"Bachelor's Degree",0,0,0,"swi",0
"8479","ikbox",5,3,"97;885",42,1,"Bachelor's Degree",1,1,0,"box",1
"8480","ikbur",6,5,"97;885",42,1,"Bachelor's Degree",1,1,0,"bur",1
"8481","ikpon",5,1,"97;885",42,1,"Bachelor's Degree",1,1,0,"pon",1
"8482","ikshi",5,17,"97;885",42,1,"Bachelor's Degree",1,1,0,"shi",1
"8483","ikspe",5,19,"97;885",42,1,"Bachelor's Degree",1,1,0,"spe",1
"8484","ilbox",6,31,"97;885",42,1,"Bachelor's Degree",0,1,0,"box",0
"8485","ilche",5,13,"97;885",42,1,"Bachelor's Degree",0,1,0,"che",0
"8486","ilpon",6,10,"97;885",42,1,"Bachelor's Degree",0,1,0,"pon",0
"8487","ilsha",5,18,"97;885",42,1,"Bachelor's Degree",0,1,0,"sha",0
"8488","ilshi",6,26,"97;885",42,1,"Bachelor's Degree",0,1,0,"shi",0
"8489","ilswi",5,15,"97;885",42,1,"Bachelor's Degree",0,1,0,"swi",0
"8490","nfrub",6,16,"97;885",42,1,"Bachelor's Degree",1,0,0,"rub",1
"8491","cfaqu",6,31,"97;888",20,1,"Some College",0,0,1,"aqu",1
"8492","cfbur",7,2,"97;888",20,1,"Some College",0,0,1,"bur",1
"8493","cfrub",7,17,"97;888",20,1,"Some College",0,0,1,"rub",1
"8494","cibox",6,1,"97;888",20,1,"Some College",0,1,1,"box",1
"8495","cibur",4,29,"97;888",20,1,"Some College",0,1,1,"bur",1
"8496","cispe",3,24,"97;888",20,1,"Some College",0,1,1,"spe",1
"8497","fkaqu",7,4,"97;888",20,1,"Some College",1,0,0,"aqu",1
"8498","fkboa",4,21,"97;888",20,1,"Some College",1,0,0,"boa",1
"8499","fkbox",6,10,"97;888",20,1,"Some College",1,0,0,"box",1
"8500","fkbur",7,11,"97;888",20,1,"Some College",1,0,0,"bur",1
"8501","fkcar",4,6,"97;888",20,1,"Some College",1,0,0,"car",1
"8502","fkspe",6,14,"97;888",20,1,"Some College",1,0,0,"spe",1
"8503","fkswi",7,19,"97;888",20,1,"Some College",1,0,0,"swi",1
"8504","flboa",7,30,"97;888",20,1,"Some College",0,0,0,"boa",0
"8505","flcar",7,15,"97;888",20,1,"Some College",0,0,0,"car",0
"8506","flche",7,18,"97;888",20,1,"Some College",0,0,0,"che",0
"8507","flsha",6,3,"97;888",20,1,"Some College",0,0,0,"sha",0
"8508","flswi",6,28,"97;888",20,1,"Some College",0,0,0,"swi",0
"8509","ikbox",4,32,"97;888",20,1,"Some College",1,1,0,"box",1
"8510","ikbur",2,20,"97;888",20,1,"Some College",1,1,0,"bur",1
"8511","ikpon",6,13,"97;888",20,1,"Some College",1,1,0,"pon",1
"8512","ikshi",7,16,"97;888",20,1,"Some College",1,1,0,"shi",1
"8513","ikspe",6,5,"97;888",20,1,"Some College",1,1,0,"spe",1
"8514","ilbox",7,23,"97;888",20,1,"Some College",0,1,0,"box",0
"8515","ilche",7,27,"97;888",20,1,"Some College",0,1,0,"che",0
"8516","ilpon",6,22,"97;888",20,1,"Some College",0,1,0,"pon",0
"8517","ilsha",4,12,"97;888",20,1,"Some College",0,1,0,"sha",0
"8518","ilshi",7,7,"97;888",20,1,"Some College",0,1,0,"shi",0
"8519","ilswi",4,9,"97;888",20,1,"Some College",0,1,0,"swi",0
"8520","nfrub",6,26,"97;888",20,1,"Some College",1,0,0,"rub",1
"8521","cfaqu",3,13,"97;893",15,1,"Middle School",0,0,1,"aqu",1
"8522","cfbur",6,1,"97;893",15,1,"Middle School",0,0,1,"bur",1
"8523","cfrub",5,26,"97;893",15,1,"Middle School",0,0,1,"rub",1
"8524","cibox",1,21,"97;893",15,1,"Middle School",0,1,1,"box",1
"8525","cibur",3,10,"97;893",15,1,"Middle School",0,1,1,"bur",1
"8526","cispe",3,6,"97;893",15,1,"Middle School",0,1,1,"spe",1
"8527","fkaqu",4,4,"97;893",15,1,"Middle School",1,0,0,"aqu",1
"8528","fkboa",3,22,"97;893",15,1,"Middle School",1,0,0,"boa",1
"8529","fkbox",4,11,"97;893",15,1,"Middle School",1,0,0,"box",1
"8530","fkbur",5,19,"97;893",15,1,"Middle School",1,0,0,"bur",1
"8531","fkcar",4,3,"97;893",15,1,"Middle School",1,0,0,"car",1
"8532","fkspe",4,24,"97;893",15,1,"Middle School",1,0,0,"spe",1
"8533","fkswi",3,8,"97;893",15,1,"Middle School",1,0,0,"swi",1
"8534","flboa",4,31,"97;893",15,1,"Middle School",0,0,0,"boa",0
"8535","flcar",5,12,"97;893",15,1,"Middle School",0,0,0,"car",0
"8536","flche",2,29,"97;893",15,1,"Middle School",0,0,0,"che",0
"8537","flsha",4,5,"97;893",15,1,"Middle School",0,0,0,"sha",0
"8538","flswi",3,27,"97;893",15,1,"Middle School",0,0,0,"swi",0
"8539","ikbox",3,30,"97;893",15,1,"Middle School",1,1,0,"box",1
"8540","ikbur",3,28,"97;893",15,1,"Middle School",1,1,0,"bur",1
"8541","ikpon",1,32,"97;893",15,1,"Middle School",1,1,0,"pon",1
"8542","ikshi",5,16,"97;893",15,1,"Middle School",1,1,0,"shi",1
"8543","ikspe",5,14,"97;893",15,1,"Middle School",1,1,0,"spe",1
"8544","ilbox",4,2,"97;893",15,1,"Middle School",0,1,0,"box",0
"8545","ilche",3,20,"97;893",15,1,"Middle School",0,1,0,"che",0
"8546","ilpon",2,23,"97;893",15,1,"Middle School",0,1,0,"pon",0
"8547","ilsha",3,15,"97;893",15,1,"Middle School",0,1,0,"sha",0
"8548","ilshi",4,7,"97;893",15,1,"Middle School",0,1,0,"shi",0
"8549","ilswi",4,18,"97;893",15,1,"Middle School",0,1,0,"swi",0
"8550","nfrub",3,17,"97;893",15,1,"Middle School",1,0,0,"rub",1
"8551","cfaqu",3,2,"97;911",23,1,"Some College",0,0,1,"aqu",1
"8552","cfbur",1,31,"97;911",23,1,"Some College",0,0,1,"bur",1
"8553","cfrub",1,16,"97;911",23,1,"Some College",0,0,1,"rub",1
"8554","cibox",1,32,"97;911",23,1,"Some College",0,1,1,"box",1
"8555","cibur",1,4,"97;911",23,1,"Some College",0,1,1,"bur",1
"8556","cispe",1,9,"97;911",23,1,"Some College",0,1,1,"spe",1
"8557","fkaqu",4,29,"97;911",23,1,"Some College",1,0,0,"aqu",1
"8558","fkboa",1,12,"97;911",23,1,"Some College",1,0,0,"boa",1
"8559","fkbox",1,23,"97;911",23,1,"Some College",1,0,0,"box",1
"8560","fkbur",1,22,"97;911",23,1,"Some College",1,0,0,"bur",1
"8561","fkcar",1,27,"97;911",23,1,"Some College",1,0,0,"car",1
"8562","fkspe",1,19,"97;911",23,1,"Some College",1,0,0,"spe",1
"8563","fkswi",1,14,"97;911",23,1,"Some College",1,0,0,"swi",1
"8564","flboa",1,3,"97;911",23,1,"Some College",0,0,0,"boa",0
"8565","flcar",1,18,"97;911",23,1,"Some College",0,0,0,"car",0
"8566","flche",1,15,"97;911",23,1,"Some College",0,0,0,"che",0
"8567","flsha",7,30,"97;911",23,1,"Some College",0,0,0,"sha",0
"8568","flswi",7,5,"97;911",23,1,"Some College",0,0,0,"swi",0
"8569","ikbox",2,1,"97;911",23,1,"Some College",1,1,0,"box",1
"8570","ikbur",1,13,"97;911",23,1,"Some College",1,1,0,"bur",1
"8571","ikpon",1,20,"97;911",23,1,"Some College",1,1,0,"pon",1
"8572","ikshi",1,17,"97;911",23,1,"Some College",1,1,0,"shi",1
"8573","ikspe",1,28,"97;911",23,1,"Some College",1,1,0,"spe",1
"8574","ilbox",7,10,"97;911",23,1,"Some College",0,1,0,"box",0
"8575","ilche",4,6,"97;911",23,1,"Some College",0,1,0,"che",0
"8576","ilpon",1,11,"97;911",23,1,"Some College",0,1,0,"pon",0
"8577","ilsha",1,21,"97;911",23,1,"Some College",0,1,0,"sha",0
"8578","ilshi",7,26,"97;911",23,1,"Some College",0,1,0,"shi",0
"8579","ilswi",1,24,"97;911",23,1,"Some College",0,1,0,"swi",0
"8580","nfrub",1,7,"97;911",23,1,"Some College",1,0,0,"rub",1
"8581","cfaqu",4,2,"97;924",45,0,"Some College",0,0,1,"aqu",1
"8582","cfbur",3,31,"97;924",45,0,"Some College",0,0,1,"bur",1
"8583","cfrub",3,16,"97;924",45,0,"Some College",0,0,1,"rub",1
"8584","cibox",2,32,"97;924",45,0,"Some College",0,1,1,"box",1
"8585","cibur",1,4,"97;924",45,0,"Some College",0,1,1,"bur",1
"8586","cispe",1,9,"97;924",45,0,"Some College",0,1,1,"spe",1
"8587","fkaqu",6,29,"97;924",45,0,"Some College",1,0,0,"aqu",1
"8588","fkboa",4,12,"97;924",45,0,"Some College",1,0,0,"boa",1
"8589","fkbox",4,23,"97;924",45,0,"Some College",1,0,0,"box",1
"8590","fkbur",3,22,"97;924",45,0,"Some College",1,0,0,"bur",1
"8591","fkcar",4,27,"97;924",45,0,"Some College",1,0,0,"car",1
"8592","fkspe",2,19,"97;924",45,0,"Some College",1,0,0,"spe",1
"8593","fkswi",4,14,"97;924",45,0,"Some College",1,0,0,"swi",1
"8594","flboa",4,3,"97;924",45,0,"Some College",0,0,0,"boa",0
"8595","flcar",4,18,"97;924",45,0,"Some College",0,0,0,"car",0
"8596","flche",7,15,"97;924",45,0,"Some College",0,0,0,"che",0
"8597","flsha",6,30,"97;924",45,0,"Some College",0,0,0,"sha",0
"8598","flswi",4,5,"97;924",45,0,"Some College",0,0,0,"swi",0
"8599","ikbox",4,1,"97;924",45,0,"Some College",1,1,0,"box",1
"8600","ikbur",2,13,"97;924",45,0,"Some College",1,1,0,"bur",1
"8601","ikpon",1,20,"97;924",45,0,"Some College",1,1,0,"pon",1
"8602","ikshi",4,17,"97;924",45,0,"Some College",1,1,0,"shi",1
"8603","ikspe",4,28,"97;924",45,0,"Some College",1,1,0,"spe",1
"8604","ilbox",4,10,"97;924",45,0,"Some College",0,1,0,"box",0
"8605","ilche",4,6,"97;924",45,0,"Some College",0,1,0,"che",0
"8606","ilpon",4,11,"97;924",45,0,"Some College",0,1,0,"pon",0
"8607","ilsha",3,21,"97;924",45,0,"Some College",0,1,0,"sha",0
"8608","ilshi",4,26,"97;924",45,0,"Some College",0,1,0,"shi",0
"8609","ilswi",4,24,"97;924",45,0,"Some College",0,1,0,"swi",0
"8610","nfrub",3,7,"97;924",45,0,"Some College",1,0,0,"rub",1
"8611","cfaqu",4,2,"97;925",59,1,"Master's Degree",0,0,1,"aqu",1
"8612","cfbur",1,31,"97;925",59,1,"Master's Degree",0,0,1,"bur",1
"8613","cfrub",1,16,"97;925",59,1,"Master's Degree",0,0,1,"rub",1
"8614","cibox",1,32,"97;925",59,1,"Master's Degree",0,1,1,"box",1
"8615","cibur",1,4,"97;925",59,1,"Master's Degree",0,1,1,"bur",1
"8616","cispe",1,9,"97;925",59,1,"Master's Degree",0,1,1,"spe",1
"8617","fkaqu",4,29,"97;925",59,1,"Master's Degree",1,0,0,"aqu",1
"8618","fkboa",4,12,"97;925",59,1,"Master's Degree",1,0,0,"boa",1
"8619","fkbox",1,23,"97;925",59,1,"Master's Degree",1,0,0,"box",1
"8620","fkbur",1,22,"97;925",59,1,"Master's Degree",1,0,0,"bur",1
"8621","fkcar",1,27,"97;925",59,1,"Master's Degree",1,0,0,"car",1
"8622","fkspe",1,19,"97;925",59,1,"Master's Degree",1,0,0,"spe",1
"8623","fkswi",1,14,"97;925",59,1,"Master's Degree",1,0,0,"swi",1
"8624","flboa",4,3,"97;925",59,1,"Master's Degree",0,0,0,"boa",0
"8625","flcar",7,18,"97;925",59,1,"Master's Degree",0,0,0,"car",0
"8626","flche",1,15,"97;925",59,1,"Master's Degree",0,0,0,"che",0
"8627","flsha",7,30,"97;925",59,1,"Master's Degree",0,0,0,"sha",0
"8628","flswi",4,5,"97;925",59,1,"Master's Degree",0,0,0,"swi",0
"8629","ikbox",4,1,"97;925",59,1,"Master's Degree",1,1,0,"box",1
"8630","ikbur",1,13,"97;925",59,1,"Master's Degree",1,1,0,"bur",1
"8631","ikpon",1,20,"97;925",59,1,"Master's Degree",1,1,0,"pon",1
"8632","ikshi",7,17,"97;925",59,1,"Master's Degree",1,1,0,"shi",1
"8633","ikspe",1,28,"97;925",59,1,"Master's Degree",1,1,0,"spe",1
"8634","ilbox",3,10,"97;925",59,1,"Master's Degree",0,1,0,"box",0
"8635","ilche",1,6,"97;925",59,1,"Master's Degree",0,1,0,"che",0
"8636","ilpon",7,11,"97;925",59,1,"Master's Degree",0,1,0,"pon",0
"8637","ilsha",7,21,"97;925",59,1,"Master's Degree",0,1,0,"sha",0
"8638","ilshi",7,26,"97;925",59,1,"Master's Degree",0,1,0,"shi",0
"8639","ilswi",4,24,"97;925",59,1,"Master's Degree",0,1,0,"swi",0
"8640","nfrub",1,7,"97;925",59,1,"Master's Degree",1,0,0,"rub",1
"8641","cfaqu",5,20,"97;926",17,1,"Some High School",0,0,1,"aqu",1
"8642","cfbur",5,32,"97;926",17,1,"Some High School",0,0,1,"bur",1
"8643","cfrub",5,7,"97;926",17,1,"Some High School",0,0,1,"rub",1
"8644","cibox",5,12,"97;926",17,1,"Some High School",0,1,1,"box",1
"8645","cibur",5,23,"97;926",17,1,"Some High School",0,1,1,"bur",1
"8646","cispe",5,27,"97;926",17,1,"Some High School",0,1,1,"spe",1
"8647","fkaqu",5,29,"97;926",17,1,"Some High School",1,0,0,"aqu",1
"8648","fkboa",5,11,"97;926",17,1,"Some High School",1,0,0,"boa",1
"8649","fkbox",5,22,"97;926",17,1,"Some High School",1,0,0,"box",1
"8650","fkbur",5,14,"97;926",17,1,"Some High School",1,0,0,"bur",1
"8651","fkcar",5,30,"97;926",17,1,"Some High School",1,0,0,"car",1
"8652","fkspe",5,9,"97;926",17,1,"Some High School",1,0,0,"spe",1
"8653","fkswi",5,25,"97;926",17,1,"Some High School",1,0,0,"swi",1
"8654","flboa",5,2,"97;926",17,1,"Some High School",0,0,0,"boa",0
"8655","flcar",5,21,"97;926",17,1,"Some High School",0,0,0,"car",0
"8656","flche",5,4,"97;926",17,1,"Some High School",0,0,0,"che",0
"8657","flsha",5,28,"97;926",17,1,"Some High School",0,0,0,"sha",0
"8658","flswi",5,6,"97;926",17,1,"Some High School",0,0,0,"swi",0
"8659","ikbox",5,3,"97;926",17,1,"Some High School",1,1,0,"box",1
"8660","ikbur",5,5,"97;926",17,1,"Some High School",1,1,0,"bur",1
"8661","ikpon",5,1,"97;926",17,1,"Some High School",1,1,0,"pon",1
"8662","ikshi",5,17,"97;926",17,1,"Some High School",1,1,0,"shi",1
"8663","ikspe",5,19,"97;926",17,1,"Some High School",1,1,0,"spe",1
"8664","ilbox",5,31,"97;926",17,1,"Some High School",0,1,0,"box",0
"8665","ilche",5,13,"97;926",17,1,"Some High School",0,1,0,"che",0
"8666","ilpon",5,10,"97;926",17,1,"Some High School",0,1,0,"pon",0
"8667","ilsha",5,18,"97;926",17,1,"Some High School",0,1,0,"sha",0
"8668","ilshi",5,26,"97;926",17,1,"Some High School",0,1,0,"shi",0
"8669","ilswi",5,15,"97;926",17,1,"Some High School",0,1,0,"swi",0
"8670","nfrub",5,16,"97;926",17,1,"Some High School",1,0,0,"rub",1
"8671","cfaqu",5,13,"97;931",47,0,"Some College",0,0,1,"aqu",1
"8672","cfbur",6,1,"97;931",47,0,"Some College",0,0,1,"bur",1
"8673","cfrub",5,26,"97;931",47,0,"Some College",0,0,1,"rub",1
"8674","cibox",2,21,"97;931",47,0,"Some College",0,1,1,"box",1
"8675","cibur",2,10,"97;931",47,0,"Some College",0,1,1,"bur",1
"8676","cispe",1,6,"97;931",47,0,"Some College",0,1,1,"spe",1
"8677","fkaqu",3,4,"97;931",47,0,"Some College",1,0,0,"aqu",1
"8678","fkboa",3,22,"97;931",47,0,"Some College",1,0,0,"boa",1
"8679","fkbox",2,11,"97;931",47,0,"Some College",1,0,0,"box",1
"8680","fkbur",5,19,"97;931",47,0,"Some College",1,0,0,"bur",1
"8681","fkcar",2,3,"97;931",47,0,"Some College",1,0,0,"car",1
"8682","fkspe",3,24,"97;931",47,0,"Some College",1,0,0,"spe",1
"8683","fkswi",5,8,"97;931",47,0,"Some College",1,0,0,"swi",1
"8684","flboa",4,31,"97;931",47,0,"Some College",0,0,0,"boa",0
"8685","flcar",2,12,"97;931",47,0,"Some College",0,0,0,"car",0
"8686","flche",2,29,"97;931",47,0,"Some College",0,0,0,"che",0
"8687","flsha",3,5,"97;931",47,0,"Some College",0,0,0,"sha",0
"8688","flswi",3,27,"97;931",47,0,"Some College",0,0,0,"swi",0
"8689","ikbox",1,30,"97;931",47,0,"Some College",1,1,0,"box",1
"8690","ikbur",1,28,"97;931",47,0,"Some College",1,1,0,"bur",1
"8691","ikpon",1,32,"97;931",47,0,"Some College",1,1,0,"pon",1
"8692","ikshi",3,16,"97;931",47,0,"Some College",1,1,0,"shi",1
"8693","ikspe",2,14,"97;931",47,0,"Some College",1,1,0,"spe",1
"8694","ilbox",2,2,"97;931",47,0,"Some College",0,1,0,"box",0
"8695","ilche",2,20,"97;931",47,0,"Some College",0,1,0,"che",0
"8696","ilpon",4,23,"97;931",47,0,"Some College",0,1,0,"pon",0
"8697","ilsha",2,15,"97;931",47,0,"Some College",0,1,0,"sha",0
